0.84,  32.5767,  0.0958395,  99.8322,  642.345,  186.67,  141.394,  -75.6527,  4.1771,  0.981964,  8.90926,  9.89918,  -0,  -0,  45.2348,  0.27828,  -0,  435.564,  1.48488,  -723.843,  -0,  -47.7623
0.85,  32.6071,  0.0959289,  99.829,  643.545,  186.845,  141.658,  -75.794,  4.18079,  0.982881,  8.91758,  9.90842,  -0,  -0,  45.3192,  0.278324,  -0,  435.971,  1.48626,  -725.195,  -0,  -47.8515
0.86,  32.6375,  0.0960183,  99.8259,  644.745,  187.019,  141.923,  -75.9353,  4.18447,  0.983797,  8.92589,  9.91766,  -0,  -0,  45.4037,  0.27837,  -0,  436.377,  1.48765,  -726.547,  -0,  -47.9407
0.87,  32.6679,  0.0961077,  99.8227,  645.946,  187.193,  142.187,  -76.0768,  4.18815,  0.984713,  8.9342,  9.92689,  -0,  -0,  45.4883,  0.278415,  -0,  436.783,  1.48903,  -727.9,  -0,  -48.03
0.88,  32.6982,  0.096197,  99.8194,  647.147,  187.367,  142.451,  -76.2183,  4.19183,  0.985629,  8.94251,  9.93612,  -0,  -0,  45.5729,  0.278461,  -0,  437.189,  1.49042,  -729.255,  -0,  -48.1194
0.89,  32.7286,  0.0962863,  99.8162,  648.35,  187.541,  142.716,  -76.3599,  4.19552,  0.986544,  8.95082,  9.94535,  -0,  -0,  45.6576,  0.278506,  -0,  437.596,  1.4918,  -730.61,  -0,  -48.2088
0.9,  32.7589,  0.0963756,  99.8129,  649.553,  187.715,  142.981,  -76.5017,  4.1992,  0.98746,  8.95912,  9.95458,  -0,  -0,  45.7424,  0.278552,  -0,  438.002,  1.49319,  -731.966,  -0,  -48.2983
0.91,  32.7893,  0.0964649,  99.8096,  650.758,  187.889,  143.246,  -76.6435,  4.20288,  0.988375,  8.96743,  9.96381,  -0,  -0,  45.8272,  0.278598,  -0,  438.407,  1.49457,  -733.323,  -0,  -48.3878
0.92,  32.8196,  0.0965542,  99.8062,  651.963,  188.063,  143.511,  -76.7854,  4.20655,  0.98929,  8.97573,  9.97303,  -0,  -0,  45.912,  0.278645,  -0,  438.813,  1.49595,  -734.681,  -0,  -48.4774
0.93,  32.85,  0.0966434,  99.8029,  653.168,  188.237,  143.777,  -76.9274,  4.21023,  0.990204,  8.98402,  9.98225,  -0,  -0,  45.9969,  0.278691,  -0,  439.219,  1.49734,  -736.039,  -0,  -48.5671
0.94,  32.8803,  0.0967326,  99.7995,  654.375,  188.411,  144.042,  -77.0695,  4.21391,  0.991119,  8.99232,  9.99147,  -0,  -0,  46.0819,  0.278738,  -0,  439.625,  1.49872,  -737.399,  -0,  -48.6568
0.95,  32.9106,  0.0968218,  99.796,  655.582,  188.584,  144.308,  -77.2117,  4.21759,  0.992033,  9.00061,  10.0007,  -0,  -0,  46.1669,  0.278785,  -0,  440.03,  1.5001,  -738.76,  -0,  -48.7466
0.96,  32.9409,  0.0969109,  99.7926,  656.791,  188.758,  144.574,  -77.354,  4.22126,  0.992947,  9.00891,  10.0099,  -0,  -0,  46.252,  0.278832,  -0,  440.435,  1.50148,  -740.121,  -0,  -48.8364
